"response","var1","var2"
0,0,0.208748375
0,0,-0.027167432
0,1,-0.198826607203974
0,0,-0.292691095
2,0,-0.495270139331739
4,0,-0.451203715
0,1,0.130249004338792
1,1,0.456109628
0,0,-0.843504424
0,0,-0.520805963
0,1,-0.0257330032974575
0,1,-0.437919384
0,0,-0.116657701636181
0,1,-0.599845149
0,0,0.023916489
0,0,0.356667886
