"response","var1","var2"
0,0,-0.5452344
0,0,0.265143235
0,0,-0.472735673650105
0,0,-1.003822614
3,1,-1.091663609
1,0,-0.955132326
1,1,-0.762638114013581
0,0,-0.163586578
0,0,0.56331983
0,0,-0.597168061142214
0,1,-0.379714866
0,0,0.070268954
0,1,0.199624005
0,0,-0.246273894
0,1,-0.317636964
1,0,-0.30568834050184
0,1,0.453773973
1,1,-0.481246529
3,0,0.409776677
0,0,-0.940216015
2,1,-0.718107013
0,1,0.206339951
4,0,-0.543467032696583
0,1,0.411156369219151
0,1,-0.74516184
0,1,-0.068400766
0,0,-0.361977231
0,0,0.270955429
0,0,-1.038060965
1,0,-0.472735673650105
1,1,-0.514268199
1,0,-0.304813615
0,0,-0.725603292
0,0,-0.503405297
0,1,-0.906863714184077
0,0,-0.604543331198318
0,0,0.562881397
2,0,-0.967942044
0,1,-0.355687208720243
0,1,-0.816967748
2,1,-0.78005935692002
0,0,-0.597168061142214
0,1,-0.63064382
0,1,-0.572157074
0,0,-0.369179752
0,0,-0.31518956
0,1,-0.845231862
1,0,0.075485825
0,1,-0.619365399231814
1,0,-0.302765794
2,1,-1.176166056
0,0,-1.00526815
0,1,-0.077459508
0,1,0.278000229
0,0,-0.764241685
0,1,-0.32449816
0,0,-0.71111857
0,0,-0.362693536
1,0,-0.005059628
0,1,-0.536893667
0,0,0.104178677
0,0,-0.68976406
0,0,-0.419215423
0,1,0.004744917
0,1,-0.265718438
0,1,-0.832977816
0,0,-0.595673856
0,0,-0.025149147
0,0,0.002659951
0,1,0.704466738
1,1,0.254269182
0,0,-0.66370906
0,1,0.595943521
0,1,-0.362059903
1,0,-0.975516966
0,1,-0.275618552
0,0,-0.756195733
0,1,-0.564263363
0,0,-0.852610463
0,1,-0.212352396774796
0,1,-0.693834491
1,1,-0.449441118
1,0,-0.226428493
0,0,-0.0966222625100502
0,0,-0.115663174
0,0,-0.026111842
0,0,-0.275369114
3,0,-0.726355158
0,0,-0.858863715
0,1,0.519754731
0,1,-0.197323419
1,0,0.068050338
2,0,-0.001021412
0,0,-0.593897983
7,0,-0.965149668
0,1,0.052187997
0,1,0.053632393
0,1,-0.083293774
1,0,0.383904438612299
2,0,0.173437515
0,0,0.181028759
1,1,-0.62022967
0,0,-0.745647525
0,1,-0.0257330032974575
0,0,0.634523105172404
0,0,-0.637025713
0,1,-0.599845149
0,0,-0.710748386
0,1,-1.071150869
0,0,-0.437061956
0,0,-0.30562252111232
0,1,-0.746136507
0,0,-0.115663174
0,0,-1.193361049
0,0,-0.845231862
1,0,-0.568863833
1,1,-0.997833277
0,1,-0.103651435
0,1,-0.696780895
0,0,0.207184930076503
1,1,-0.359178574
0,0,-0.146933509
1,0,-0.726455206
0,1,-0.63572972
2,0,-1.163109833
0,1,-0.194472784432497
0,1,-1.226999141
0,1,-0.892643312
0,0,-0.948001793
0,1,-0.418698383
0,1,-0.678471299
0,1,-0.169137954
0,1,0.193214762
0,0,0.207184930076503
0,0,0.198913901
0,0,-0.593897983
0,1,-0.359178574
0,0,-0.365547628
0,0,-0.19804766
0,0,-1.102661918
0,1,-0.338518355
0,1,-0.720946272
0,0,-0.424916816051555
0,1,-0.408116598
0,1,-0.710304791
0,1,-0.726455206
0,0,-1.016219476
0,1,-0.951904475
1,0,-0.914236874
0,1,-0.295708224
0,1,-0.691840932
0,0,-0.387107985
0,1,0.49905667
0,1,-0.006623412
0,0,0.259834778
0,1,0.045216272
1,0,-0.508362867687501
0,0,-0.292720215
0,0,-0.889165444
0,0,-0.304813615
3,0,-0.22069571
0,0,-0.45434933
0,0,-0.159221807
0,1,-0.229580293
3,0,-0.34801390205794
0,1,-0.862963538
0,1,-0.140259486
0,0,0.0238535544714153
0,1,0.066179252
0,1,-0.920414001
0,0,-0.764791649
0,0,-0.355893413
0,0,-0.413246803
0,0,-0.757955935
0,1,-0.532570466
0,0,0.406928024030135
0,1,-0.077852927
0,0,-0.472735673650105
0,1,-0.26428783
0,0,-1.016219476
0,1,-0.216563512640361
0,0,0.215327633
0,1,0.061002502
0,1,-1.143273562
0,0,-0.151924694823142
0,0,0.51629235
0,1,-0.646444783
0,0,-1.070062255
0,0,-1.226999141
0,1,-0.234546198
0,1,-1.226999141
0,1,-0.599845149
2,0,-0.900819423
5,1,-0.309839828
2,0,-0.805644016
0,1,-0.839432542
3,0,-0.575481170836061
0,0,-0.592644595
0,0,-0.197311194
0,1,-0.009191512
0,0,-0.482954732
0,1,-0.347467323
0,1,-0.625470132
0,0,-0.794933284
1,1,-0.741600798
1,1,0.364548768
1,0,-1.214725534
0,0,-0.40630352250295
0,0,-0.58135518
0,0,-0.866436855
0,0,-0.663145563
0,0,-0.001021412
0,0,-0.44138329
0,0,-0.764985926
0,1,0.668966863
0,1,-1.043748864
0,0,-0.75973434
2,0,-0.553873574
0,0,-0.63064382
0,1,-0.514268199
0,0,-0.6244899572165
0,1,-0.635774761
0,0,-0.018056238
0,0,-0.388357789
0,0,-0.301256885
0,1,-0.527224693334982
0,1,-0.197311194
0,1,-0.872695647
0,0,-0.289075606
0,1,-0.450579449
0,1,-0.855639019
5,1,0.011474587
2,0,-0.26428783
0,1,-0.527437158
0,0,-0.731841004
0,0,-0.572287864
0,0,-0.128413163561019
0,1,-0.500630919
0,0,-0.156525185
0,0,0.0903365555729212
0,0,-0.906863714184077
0,1,-0.461799419
0,0,0.183776309
0,1,-0.335811218
2,1,-0.927238337
1,1,-0.301256885
1,0,-0.866436855
0,0,-1.204719719
0,0,-0.118036539
0,0,-0.775732275
0,0,-0.301256885
0,0,-0.291104353
1,1,-0.295708224
0,1,-0.774509064
0,1,0.15305932
0,0,-0.816325116
0,0,-0.768090359
0,1,-0.527224693334982
0,1,0.158080069
0,0,-0.190243383334812
0,1,-0.56425958
2,0,-0.197311194
0,0,-0.789881868
0,0,-0.068561556
0,0,0.066179252
0,0,-0.450579449
0,0,-0.680711847
0,1,-0.102713879
0,1,-0.61762146
0,1,-0.242628806
0,1,-0.038963545
0,1,-0.17279822
0,1,-0.226428493
0,0,-0.514268199
0,0,-0.484309536119262
0,0,-0.103651435
0,1,-0.582641361
0,0,0.0672546297285775
0,1,-0.347467323
0,1,-1.046953468
0,1,-0.0257330032974575
0,0,-0.260274054727456
0,0,-0.301256885
0,1,0.294372054
0,0,-0.400914384972338
0,0,-0.455073967
0,0,-0.130314671
0,1,0.066313638
0,1,-0.255174216
0,1,-0.484309536119262
0,0,-0.413246803
1,0,-0.532570466
0,0,-0.321384475
0,0,-0.265718438
0,0,-0.0682344179578365
0,1,0.064894716
5,0,-0.197323419
0,1,-0.457348343
0,1,-0.402061566
1,0,0.102193307770348
0,1,-1.00526815
3,0,-0.741600798
0,0,-0.232343058
0,0,0.0302050910313455
0,0,-0.947017864
0,1,-0.35465396
0,1,-0.322920141
0,1,0.213701772011538
1,0,-0.442063596
0,1,-0.775732275
0,1,-0.030417367
2,0,-0.607124575
0,0,0.411156369219151
0,1,-0.419215423
1,0,0.406928024030135
0,1,-0.785773866
0,1,0.406337771
0,1,-0.627548457
0,0,-0.197311194
0,1,-0.828191494
0,1,-0.205719851
0,1,-0.741600798
0,1,0.814446119
0,1,-0.249104422
0,0,-0.641495949
0,0,0.126993779
0,1,-0.892643312
0,0,-0.5976217
0,0,0.347778901
0,0,-0.913189803
1,1,-0.156939183
0,0,0.344839425
0,0,-0.309839828
0,0,-0.55520643
0,1,-0.865866012
0,0,-1.059115904
0,1,-0.565108992
2,0,-0.566979612
0,0,-0.692847383
0,0,-0.151924694823142
2,1,-0.762638114013581
0,1,-0.574147814
0,1,-0.574479206
0,1,-0.209716254
0,1,-0.595673856
0,1,0.033154079
0,0,0.464326124472743
0,1,0.269089433
0,0,-0.133459564212815
0,1,-0.214434688
0,0,-0.428656154
1,0,-0.785773866
0,1,-0.951904475
0,1,0.307448556
0,1,-0.745647525
5,1,0.329465089
0,0,0.308120396
0,0,-0.435836283
0,1,0.291675436
0,0,-0.480725240036153
0,1,-0.380221975
0,0,-0.037014437
1,1,-0.329010152
0,1,-0.55520643
0,0,-0.771023983
0,0,-0.318973816
0,1,-0.481246529
0,0,-0.241237959
0,0,-0.583215193
1,1,-0.514268199
2,0,-0.955132326
0,1,-0.55520643
0,1,-0.457534428858513
0,0,-0.609977857852426
0,1,-0.832384699
0,0,-0.080752924
0,1,-0.068561556
0,1,-0.156939183
0,1,-0.368825755
0,0,-0.647004357
0,0,0.399784285
0,0,-0.116199707
1,0,-0.404202782
0,1,-0.018889133
0,1,-0.001021412
0,1,-0.260274054727456
0,1,-0.197323419
0,0,-0.338518355
0,0,-0.539463926
0,1,-0.480725240036153
0,1,-0.295708224
0,0,-0.355687208720243
0,0,-0.64418944
0,0,0.21019525
0,1,-1.00526815
0,1,-0.991330374
0,0,0.0342373119187426
0,0,-0.144711839
0,0,-0.514268199
0,0,-1.193361049
0,0,-0.120913495
0,0,-0.30568834050184
0,1,-0.55520643
1,1,-0.326967418
1,1,-0.440219715
0,1,-0.557027184
0,0,-0.378176898
0,0,-0.879940727
3,0,-0.698919044
1,0,-0.576435689
0,0,0.364033115
0,1,-0.721543597
0,0,-0.304813615
0,0,-0.0535918329560327
0,1,-0.197323419
3,0,-0.018886049
1,1,-0.4421407
1,0,-0.666210489
0,0,-0.010534106
0,1,-0.565010045
0,0,-1.507708462
0,1,0.171573135
1,0,0.402360227
0,0,-0.597168061142214
0,1,-0.635774761
0,1,-0.197323419
0,0,0.365251363
0,1,-0.578087155
0,0,-0.813470074
1,0,-0.218958385
0,1,-0.599845149
0,0,-0.597168061142214
0,0,-0.898573683
0,1,-0.462581918
0,0,0.389486027288145
0,0,-0.197323419
0,0,-0.666210489
2,0,-1.070062255
0,1,-0.237634851860772
0,0,-0.265718438
1,0,0.025749783
1,0,-0.63064382
0,0,-0.240669011
0,1,-0.435836283
0,1,-0.387107985
1,0,-0.255449401
0,1,-0.741600798
0,1,-1.226999141
3,1,-0.220264204
0,1,-0.067652071
0,1,-0.958467001
0,0,-0.110226392
0,0,-0.597168061142214
0,1,-0.604543331198318
0,1,-0.435636400710407
0,0,-0.26428783
0,1,-0.296666759
0,1,-0.472682602
0,1,-0.958467001
1,1,-0.70183965
0,1,-0.077852927
0,0,0.406337771
0,0,-0.559021997
0,1,0.43140150753284
0,1,-0.623802712
0,0,0.364033115
0,1,-0.667078873
0,0,-0.520519258
3,0,-0.678471299
0,0,-0.151924694823142
0,0,0.568194823
4,0,-0.232343058
0,1,-0.527437158
0,0,-0.607124575
0,0,-0.355893413
1,1,-0.419215423
0,0,-0.646444783
0,0,-0.770592709
0,0,-1.102661918
0,1,-0.400914384972338
0,0,-0.275618552
0,1,0.0841068039066547
0,0,0.138381466
1,1,0.668966863
0,0,-0.345617601
2,0,-0.197323419
0,0,0.411156369219151
0,0,0.267748679
0,1,-0.145802145
0,1,-0.289511126
0,0,0.342749947
0,0,-0.736333231
0,0,-0.930150396
0,0,-0.027167432
0,0,0.130249004338792
0,1,0.588574157422037
0,0,0.100432785
4,0,-0.517905749950236
0,1,-0.723458183
0,0,-0.421958398
0,0,0.460391057
0,1,-0.455073967
1,1,0.207646175
0,0,-0.575836905
0,1,0.033154079
0,1,-0.255449401
0,1,-0.282429775
0,1,-0.0535918329560327
0,0,-0.241399891
0,0,-0.332600388
1,1,-0.726355158
0,1,-0.538812679
7,0,-0.621902865
0,0,-0.906863714184077
0,1,-0.222102898
0,0,-0.55147981
0,0,-0.005059628
0,0,-0.349294498
0,0,-0.071933646
4,1,-0.741600798
0,0,-0.554823554
1,1,0.611457337821512
0,1,0.668966863
1,1,-0.440219715
0,0,-0.252769639
1,1,-0.513866365
0,1,-0.599845149
0,1,-0.71915935
2,1,-0.599845149
0,0,0.705192966
0,0,0.0672546297285775
0,1,0.140922509
0,0,0.0759796351251362
1,0,-0.40771051
0,1,-0.573465796
0,1,-0.174231023
0,0,-0.634169865
0,1,-0.067652071
0,0,-0.845231862
0,1,-0.641495949
0,0,-0.676869036
0,1,-0.542946987
0,1,-0.093022065
0,1,-0.712480478
2,1,0.333756016
0,1,-0.0682344179578365
0,0,-0.855601424
0,0,-0.40771051
2,1,-0.712127285
0,0,-0.634764015
0,0,0.933267972
0,1,-0.599845149
0,1,-0.840098199
0,1,-0.285407559
0,0,-0.080609588
0,1,-0.234758481
0,0,-0.965149668
0,1,-1.266247142
0,0,-0.439696269
10,1,-0.503405297
0,1,-0.599845149
0,1,-0.214966100979779
0,0,-0.599845149
3,0,-0.323089297
2,1,-0.955132326
0,0,-0.049250663
0,1,-0.604543331198318
0,0,0.268116766
0,1,0.199624005
0,1,-0.479429276
0,0,0.411846069
0,0,-1.072859411
1,1,-0.30930438
0,1,-0.849431324
0,0,-0.501246505
0,0,-0.636715486
0,1,0.104178677
0,1,-0.50482638592064
5,0,0.302909317
0,0,-1.015009045
1,1,-0.197311194
0,1,-0.134469858
0,0,-0.753639192
0,1,-0.424916816051555
0,0,0.044203068
1,0,-0.029495122
0,0,-0.077852927
0,0,-0.417172751
0,0,-0.459880442
0,1,-0.211657019
0,1,-0.932564711
1,0,-0.073067558
2,1,0.0342373119187426
0,1,-1.008181881
6,0,-0.311221783
0,0,0.169189861
0,1,-0.879716527
0,1,-0.151924694823142
0,1,-0.642582713
0,0,-0.826292697854164
0,1,-0.110226392
0,0,-0.030417367
0,0,-0.523913801
1,0,-0.78005935692002
0,1,-0.978369787
0,1,-0.951286639
0,0,0.280887491
0,1,-0.62022967
0,1,-0.318157638
0,1,-0.355687208720243
0,0,0.212606369
0,0,-0.562864585
0,1,-0.380142458
1,1,-1.226999141
0,1,0.604567979
0,0,-0.813470074
0,1,-0.503405297
0,0,-0.439809155
0,0,0.228133921
0,1,-0.813470074
0,0,-0.71915935
0,0,-0.906863714184077
0,0,-0.741600798
1,1,-0.771372412
0,0,0.343833778841789
0,1,-0.513866365
0,1,-0.255512998
0,0,-0.855601424
0,0,-1.080253435
0,1,0.21019525
0,0,-0.232343058
0,1,0.539844506
0,0,-0.032709569
2,1,0.067021194
0,1,-0.831607407
1,0,0.013957136
0,1,-0.424429585
0,1,-0.621021513
0,0,-1.038060965
0,0,-0.431614276
0,1,0.215654109
0,0,-0.44416579564125
2,0,-0.892643312
0,1,-0.314992151
0,1,-0.481246529
0,0,-0.589345119
0,0,-0.594659663
1,0,-0.6244899572165
0,1,-0.218958385
1,0,-0.163586578
0,1,-0.57347928
0,1,-0.031197622
0,1,-0.599845149
0,0,-0.959379186
2,1,-0.481246529
0,1,-0.527224693334982
0,1,-0.435660069
1,0,-0.27988629
0,0,-0.350793303
1,0,-0.006623412
1,0,-0.927238337
0,0,-0.035296888
0,1,-0.6244899572165
0,1,-0.875726803
0,0,-0.68976406
0,0,0.634773475
0,1,-0.306150759
0,1,-0.762638114013581
0,1,0.268116766
0,1,0.214179144720673
0,1,-0.103651435
0,0,-0.195214533
0,0,-0.575481170836061
0,0,-0.391598577
0,0,-0.513866365
0,1,0.013982725
0,1,-0.230757329
0,0,-0.816967748
0,1,0.689188389
0,0,-0.947017864
0,1,-0.263543165
0,0,-0.226428493
0,0,0.385225116
0,1,-0.2510865138134
1,0,0.292486038
1,1,-0.197311194
0,0,-0.340007963
1,0,-0.323089297
0,0,-0.292280618
0,1,0.268116766
0,0,-0.533528685
0,1,-0.275369114
0,0,-0.485952766386073
0,1,-0.520805963
0,1,-0.362059903
0,1,-0.233697438
0,1,-0.053726013
0,0,-0.725603292
0,0,-0.898248307
3,0,-0.162060485
0,1,-0.615619437
0,0,-0.837790079
0,0,-0.318157638
1,1,-0.157972571
0,1,-0.28276856238777
1,1,-0.86453203
0,0,-0.599845149
0,1,-0.197323419
3,0,0.496708285
0,1,-0.2510865138134
0,1,-0.800088582134274
0,1,-0.318006747
0,1,-0.527646034
0,1,-0.555716867
0,0,-1.226999141
0,1,-0.105933315699979
0,1,-0.393232232206472
0,0,-0.099423826
0,1,0.0342373119187426
0,1,-0.914236874
0,1,-0.473069499
0,1,-0.649811166
0,0,-0.197311194
1,1,-0.459880442
0,0,-0.493965763
0,1,-0.301121976
0,1,-1.226999141
0,1,-0.533165112
1,1,-0.216563512640361
2,0,-1.094855436
0,1,-0.566979612
0,0,-1.053698353
0,0,-0.400914384972338
0,0,-0.130314671
0,0,-0.543467032696583
0,0,-0.2615065524641
0,0,0.17009771
0,0,-0.599845149
0,0,-0.743872308
1,1,-0.599845149
0,0,-0.6244899572165
0,0,0.566738422
0,0,-0.523219042
0,1,0.172535174912368
0,1,-0.741600798
0,0,-0.17279822
0,0,-0.597168061142214
0,0,0.435302358
0,1,0.668966863
2,1,-0.853939445
0,1,-0.016742538
0,0,-0.72333415
3,1,-0.698919044
0,0,-1.266247142
0,0,-0.539999736037685
0,1,-0.911788406
0,1,0.282757665
1,1,-0.947017864
0,0,0.212606369
0,0,0.010035083
0,0,-0.126214545946518
0,0,-0.690022071
0,1,-0.292691095
0,0,0.026706405
0,0,-0.808932696
0,0,-0.897628621
0,0,-0.215253495
0,1,-0.28842121
0,1,-0.439696269
1,1,-0.715525093935968
1,0,-0.28276856238777
1,0,-0.874782573
0,1,-0.157543237
0,1,0.391882122
1,1,-0.599845149
0,1,-0.813470074
0,0,0.586133406
0,1,0.437543793
0,0,-0.789123435
0,1,-0.711751628
0,0,-0.828191494
1,1,-0.527437158
0,0,-0.800088582134274
0,1,-1.226999141
0,1,-0.746136507
0,0,-1.204719719
2,0,0.243988586
0,1,-0.032709569
0,1,0.322984194
3,0,0.204277887
0,0,-0.947017864
1,1,-0.599845149
0,0,0.073418779
0,0,-0.183989985
0,0,-0.019047291
0,0,-0.316645751
1,0,-0.435636400710407
0,0,0.0238535544714153
0,1,0.620878479
0,0,-0.164425144
0,0,-0.075459055
2,0,-0.361977231
1,1,0.232982896
0,1,-0.840513975
0,1,-0.287423944
0,0,0.130249004338792
0,0,-0.726355158
0,0,-0.911788406
2,1,-0.50482638592064
0,0,-0.450579449
1,0,0.055022539
0,1,-0.951286639
0,0,-0.577027925
0,1,-0.704730703
0,1,-0.114516046
0,0,-0.652376666
0,1,-0.306228591
0,1,-0.22069571
1,0,0.328569342619103
1,1,-0.599845149
0,0,-0.364783358
1,0,-0.599845149
0,1,0.0593670910347196
0,0,-0.292023371
0,0,-0.741600798
0,0,-0.598020689
1,1,0.406928024030135
1,1,-0.460820734
0,0,-0.414051091
0,1,0.52734375037539
0,1,-1.00462665
1,1,0.668966863
0,1,-0.543467032696583
2,0,-0.741600798
0,0,0.464326124472743
0,0,-0.631187411
0,0,-0.575481170836061
2,1,-0.128413163561019
0,1,0.214179144720673
0,1,-0.477220369
0,1,-0.0257330032974575
9,0,-0.379714866
0,0,-0.131206664
0,0,-0.642459215
0,1,-0.232815199
0,0,-1.139608126
0,1,-0.599845149
0,0,-0.728733804
1,1,-0.216563512640361
0,0,-0.369179752
0,0,-0.360853598
1,0,-0.301121976
0,1,-0.156939183
0,1,-0.022605321
0,0,0.175127379
0,0,-0.920686628
0,0,0.0238535544714153
0,1,0.0995369577316375
0,1,-0.247310906
0,0,-0.578737632
0,1,-0.437919384
0,1,0.130249004338792
0,1,-1.058240488
0,1,-0.349849577
0,1,0.212362307
0,1,0.580410282
0,0,0.218142608
0,1,0.215654109
0,1,-0.177064336
4,1,-0.599845149
1,0,-0.771372412
0,0,-0.74516184
0,0,0.282257292
1,1,-0.816995685
0,0,-0.649811166
0,1,0.265143235
0,1,-0.951286639
0,1,-0.676633186
0,0,-0.649811166
0,1,-0.599845149
0,1,0.079809633
0,1,0.307448556
0,1,-0.177064336
0,0,-0.852610463
0,0,-0.197311194
0,0,-0.930150396
1,0,-0.786248645
0,1,-0.08265196
1,0,-0.625470132
0,1,-0.756195733
0,1,-0.172402527
0,0,-0.13971529
0,1,-0.553579598
0,0,-1.046953468
0,1,0.291675436
0,1,-0.686809004
0,1,-0.785773866
0,1,-0.255512998
0,0,-0.458068407
0,0,-0.724851541
0,0,-0.073067558
0,1,-0.467164509
0,1,-1.208811545
0,1,-0.807550433
0,1,-0.514268199
0,0,0.562881397
0,1,-0.58135518
1,1,-0.948518101
1,1,-0.528131713
0,1,-0.543467032696583
0,0,-0.349294498
0,0,-1.163531115
0,0,-0.517905749950236
0,1,0.995381498
0,1,-0.449441118
3,1,-0.728035598
0,1,-0.333240407
0,0,0.356158376
0,1,0.45848071514316
0,1,0.05560726
1,0,-0.461799419
0,0,-0.514268199
15,0,-0.955132326
0,0,0.259834778
1,1,-1.226999141
0,1,-0.756974859
0,0,-0.416890146
0,1,-0.105933315699979
0,1,-0.333902915
0,1,-0.625470132
3,1,-0.610733162
0,0,-0.479429276
0,1,-0.416337114
1,1,-0.622049324701127
0,0,0.561012472
0,1,-0.19804766
0,1,-0.468934047
0,0,0.284238216955801
0,1,-0.214434688
0,0,-0.158816553
0,1,-1.163531115
0,0,-0.650660285
0,1,-0.025149147
0,0,0.509827887
0,1,-0.23880309
4,1,0.080758766
0,1,0.0484484908484028
0,1,-1.017833154
0,1,-1.043748864
2,1,-0.09039235
0,1,-0.103651435
0,1,-0.0517515657055173
0,1,-0.745795322
0,1,-0.013485884
0,0,-0.947856971
0,1,0.410475581
0,1,-0.441845708
0,1,0.316228036
0,0,-0.197311194
0,0,-0.169548761
0,0,-0.381603763
1,0,-1.003822614
0,1,0.124790804
0,1,-0.320642492
0,0,-0.414051091
0,0,-0.197311194
0,1,0.45867804
0,1,-0.642582713
0,1,0.279359108
0,1,-1.059115904
0,1,0.0903365555729212
0,0,-0.116657701636181
0,0,-0.260274054727456
0,0,-0.190243383334812
0,1,-0.0535918329560327
0,0,-0.216563512640361
0,1,-0.103651435
1,1,-0.216563512640361
0,0,-0.70440803
0,0,-0.604543331198318
0,0,0.186086601
0,0,-0.27309821140691
1,1,-0.747060052
0,1,-0.288448808779309
0,0,-1.091663609
3,1,0.212362307
1,0,-0.129163814
0,0,-0.650528042
0,0,-0.6244899572165
0,1,-0.955132326
0,0,-0.182489364
1,0,-0.610733162
0,0,-0.129163814
0,0,-0.601294656
1,1,-1.015676554
0,1,-0.666070909
0,1,-0.606781177
0,0,-0.638004312
0,1,-0.55520643
0,1,-0.584813067
0,0,0.061002502
0,0,-0.762638114013581
0,0,0.247488357
0,0,-0.486389652
2,1,0.745781927
0,0,0.070268954
0,0,-0.000297985
1,0,-0.978369787
0,0,-0.216563512640361
1,1,0.066807323
0,0,-0.458040408
0,1,-0.869162066
0,0,-1.080253435
3,0,0.385225116
0,0,-0.805245337
0,0,-0.296386404
1,1,-0.216563512640361
0,0,-0.379714866
0,0,-0.648836238
0,1,-0.477220369
3,1,-0.604543331198318
0,1,-0.516530809
0,1,-0.828191494
2,1,-0.30562252111232
1,0,-0.680711847
0,0,-1.070062255
4,0,-0.216563512640361
0,0,-0.629652551
0,1,-0.747126966
1,1,-0.194472784432497
1,0,-0.402061566
0,0,-0.968635787
0,0,-0.771372412
0,1,-0.414417588
0,0,-0.858863715
0,1,-0.6244899572165
1,1,-0.417325328
0,1,0.354311797
0,0,-0.2510865138134
0,0,-0.139035514
0,1,-0.491195793
0,1,-0.573716722
0,1,0.180298608
0,1,0.69028369
0,0,-0.858946376
1,1,-0.216563512640361
0,1,-0.527224693334982
0,1,-0.025149147
0,0,-0.186638779
0,0,-0.438213912
1,1,-0.955132326
0,1,-0.349849577
0,1,-0.562864585
0,1,-0.369179752
0,1,-1.00462665
0,0,-0.234758481
0,0,-0.553579598
0,1,-0.280279959
0,0,-0.764985926
2,1,-0.216563512640361
1,1,-0.686809004
0,0,-0.547714659
0,0,-0.239884303688167
0,0,-0.866436855
0,0,0.0342373119187426
1,0,-0.105933315699979
1,1,0.010035083
0,1,-0.098513587
1,0,-0.874782573
0,0,-0.710415745
1,1,-0.819063905
0,0,0.382888372
0,1,-0.424916816051555
0,1,-0.727734791
0,1,-1.038060965
0,1,-0.435660069
0,1,-0.349294498
0,1,0.006628803
4,0,-0.169137954
0,0,-0.544141968
3,1,-0.462581918
0,0,0.317158007910506
0,0,0.79894243
0,1,-0.722638876
2,1,-0.741600798
1,0,-0.940216015
0,1,-0.543467032696583
0,0,0.004744917
0,1,-0.183298755
0,1,-0.316645751
0,1,-0.520519258
0,1,-0.907576069612706
0,0,0.247488357
0,1,-0.955132326
0,0,-0.819063905
0,1,0.347778901
0,0,-0.906863714184077
0,0,-0.636715486
0,0,-0.778913945
0,0,0.860296291
0,0,-0.400914384972338
0,0,0.668966863
0,1,-0.920686628
2,1,-0.09039235
0,1,-0.089885775
0,1,0.246619831
0,1,0.172535174912368
0,0,-0.6244899572165
1,1,0.301812986
0,1,-0.764241685
0,0,0.437543793
2,0,-0.815637222
1,1,0.0903365555729212
0,0,-0.6244899572165
0,0,-0.698919044
0,1,-0.457534428858513
0,0,-0.690182557
0,0,-0.275618552
0,1,0.302909317
0,1,-0.027553339
1,1,-0.741600798
0,0,-0.265718438
0,0,-0.005059628
0,1,-1.42764486
0,0,0.124242394
0,1,-0.301256885
0,1,0.450971168
2,0,0.037047054
0,1,0.207352015
0,0,0.49045404
0,1,-0.794004553
1,1,-0.0682344179578365
1,0,-0.408375668
0,1,-0.20249494863998
0,0,0.238444161266812
2,1,-0.309839828
4,0,0.23397264565445
0,1,-0.352558463
16,1,-0.527224693334982
0,1,-0.292720215
0,1,0.695214265
1,0,0.033154079
0,1,-0.511540544
0,1,-0.263543165
0,0,-0.678471299
0,1,-0.321641366
0,0,-0.501246505
0,0,-0.26428783
3,0,-0.183276288
0,0,-0.762638114013581
0,1,-0.862963538
0,0,-1.058240488
3,1,-0.440532775
0,1,-0.261626107
0,1,0.079809633
0,0,-0.379714866
0,1,-0.395231968
0,0,-0.247028485
0,1,-0.197311194
0,0,-0.162060485
0,1,0.52734375037539
0,0,-0.334953358
0,1,-0.241514259822545
0,0,-0.975516966
0,1,-0.866445548
0,0,0.598136969
1,1,-0.813470074
0,1,-0.391975125
0,0,-0.866445548
0,1,0.628595194
0,1,0.668966863
0,0,-0.554996849
0,1,-0.810537319
0,0,-0.312047591
1,0,-0.575481170836061
0,1,-0.686809004
1,1,-0.156939183
1,1,-1.012610566
2,1,-0.634169865
0,0,-0.774509064
0,0,0.391882122
0,0,0.215327633
0,0,0.383904438612299
0,1,-0.741600798
1,1,-0.392292413
0,0,-0.437919384
4,0,-0.741600798
0,1,0.292486038
0,1,-0.103651435
1,0,-0.947017864
0,1,-0.761071351
2,1,-0.359178574
1,0,0.05538968
0,0,0.0342373119187426
1,1,-0.514268199
0,0,-0.450579449
0,1,0.155824654
1,1,-0.58135518
0,1,-0.430032512
0,1,0.204277887
0,1,-0.599845149
1,0,0.289876108605367
0,0,-0.555082584
0,0,-0.573716722
0,1,-0.680711847
5,1,-0.776692328
2,0,-0.197323419
0,1,-0.252769639
0,0,-0.608416006
0,1,-0.441845708
0,1,-1.094855436
1,0,-0.224352928
1,0,-0.080609588
0,1,0.238444161266812
0,1,-0.630565424
1,1,-0.379053871
0,0,-0.068561556
0,1,-0.800088582134274
0,1,-0.289511126
2,1,0.455681722
0,1,0.612427569
1,0,-0.837790079
0,1,-0.249104422
1,1,-0.607124575
1,1,0.716290486
0,0,0.122984881
0,0,-0.228044147
0,1,-0.216563512640361
0,0,0.206860824
0,1,-0.741600798
1,0,-0.378176898
0,1,0.432882422
0,0,-0.599845149
4,0,-0.421958398
0,1,0.292486038
0,1,-0.98784344
1,0,0.317158007910506
0,1,-0.0257330032974575
0,1,-0.269635066
0,1,-0.692847383
0,1,-0.523219042
1,1,-1.226999141
0,0,-0.05777571
1,0,-0.542946987
0,1,0.461959723
0,0,0.376114818
0,1,-0.139035514
0,1,-0.913609412
0,1,0.291675436
1,0,-1.003822614
2,1,-0.009416105
0,0,-0.967942044
4,0,-0.429825692
1,0,0.0841068039066547
